ID;ID_ORIGINAL;ID_EQUIPO;EQUIPO;MARCA;MODELO;SERIE;ACTIVO_FIJO;AREA;UBICACION;REGISTRO_SANITARIO;CLASIFICACION_RIESGO;ESTADO;PROPIETARIO_EQUIPO;ENCARGADO_MTTO_MP;PERIODICIDAD_MP
130;131;60;Bomba de Infusion;Baxter;Evo IQ;SK20402519;37;UCI 2;UCI 2;INVIMA2019EBC-0020775;CLASE IIB;DISPONIBLE;Baxter;Baxter;BIANUAL
131;132;60;Bomba de Infusion;Baxter;Evo IQ;SK00615180;38;UCI 2;UCI 2;INVIMA2019EBC-0020775;CLASE IIB;DISPONIBLE;Baxter;Baxter;BIANUAL
132;133;60;Bomba de Infusion;Baxter;Evo IQ;SK00713831;39;UCI 2;UCI 2;INVIMA2019EBC-0020775;CLASE IIB;DISPONIBLE;Baxter;Baxter;BIANUAL
133;134;60;Bomba de Infusion;Baxter;Evo IQ;SK00604688;40;UCI 2;UCI 2;INVIMA2019EBC-0020775;CLASE IIB;DISPONIBLE;Baxter;Baxter;BIANUAL
134;135;60;Bomba de Infusion;Baxter;Evo IQ;SK00517509;41;UCI 2;UCI 2;INVIMA2019EBC-0020775;CLASE IIB;DISPONIBLE;Baxter;Baxter;BIANUAL
135;136;60;Bomba de Infusion;Baxter;Evo IQ;SK01001905;42;UCI 2;UCI 2;INVIMA2019EBC-0020775;CLASE IIB;DISPONIBLE;Baxter;Baxter;BIANUAL
136;137;60;Bomba de Infusion;Baxter;Evo IQ;SK01001210;43;UCI 2;UCI 2;INVIMA2019EBC-0020775;CLASE IIB;DISPONIBLE;Baxter;Baxter;BIANUAL
137;138;60;Bomba de Infusion;Baxter;Evo IQ;SK10119489;44;UCI 2;UCI 2;INVIMA2019EBC-0020775;CLASE IIB;DISPONIBLE;Baxter;Baxter;BIANUAL
138;139;60;Bomba de Infusion;Baxter;Evo IQ;SK11109239;45;UCI 2;UCI 2;INVIMA2019EBC-0020775;CLASE IIB;DISPONIBLE;Baxter;Baxter;BIANUAL
139;140;60;Bomba de Infusion;Baxter;Evo IQ;SK00213442;46;UCI 2;UCI 2;INVIMA2019EBC-0020775;CLASE IIB;DISPONIBLE;Baxter;Baxter;BIANUAL
140;141;60;Bomba de Infusion;Baxter;Evo IQ;SK00606400;47;UCI 2;UCI 2;INVIMA2019EBC-0020775;CLASE IIB;DISPONIBLE;Baxter;Baxter;BIANUAL
141;142;60;Bomba de Infusion;Baxter;Evo IQ;SK11110419;48;UCI 2;UCI 2;INVIMA2019EBC-0020775;CLASE IIB;DISPONIBLE;Baxter;Baxter;BIANUAL
142;143;60;Bomba de Infusion;Baxter;Evo IQ;SK00902089;49;UCI 2;UCI 2;INVIMA2019EBC-0020775;CLASE IIB;DISPONIBLE;Baxter;Baxter;BIANUAL
143;144;60;Bomba de Infusion;Baxter;Evo IQ;SK01001031;50;UCI 2;UCI 2;INVIMA2019EBC-0020775;CLASE IIB;DISPONIBLE;Baxter;Baxter;BIANUAL
144;145;60;Bomba de Infusion;Baxter;Evo IQ;SK20206083;51;UCI 2;UCI 2;INVIMA2019EBC-0020775;CLASE IIB;DISPONIBLE;Baxter;Baxter;BIANUAL
145;146;60;Bomba de Infusion;Baxter;Evo IQ;SK20103482;52;UCI 2;UCI 2;INVIMA2019EBC-0020775;CLASE IIB;DISPONIBLE;Baxter;Baxter;BIANUAL
146;147;60;Bomba de Infusion;Baxter;Evo IQ;SK00902345;53;UCI 2;UCI 2;INVIMA2019EBC-0020775;CLASE IIB;DISPONIBLE;Baxter;Baxter;BIANUAL
147;148;60;Bomba de Infusion;Baxter;Evo IQ;SK00713641;54;UCI 2;UCI 2;INVIMA2019EBC-0020775;CLASE IIB;DISPONIBLE;Baxter;Baxter;BIANUAL
148;149;60;Bomba de Infusion;Baxter;Evo IQ;SK00902370;55;UCI 2;UCI 2;INVIMA2019EBC-0020775;CLASE IIB;DISPONIBLE;Baxter;Baxter;BIANUAL
149;150;60;Bomba de Infusion;Baxter;Evo IQ;SK20103255;56;UCI 2;UCI 2;INVIMA2019EBC-0020775;CLASE IIB;DISPONIBLE;Baxter;Baxter;BIANUAL
150;151;60;Bomba de Infusion;Baxter;Evo IQ;SK20402587;57;UCI 2;UCI 2;INVIMA2019EBC-0020775;CLASE IIB;DISPONIBLE;Baxter;Baxter;BIANUAL
151;152;60;Bomba de Infusion;Baxter;Evo IQ;SK11202814;58;UCI 2;UCI 2;INVIMA2019EBC-0020775;CLASE IIB;DISPONIBLE;Baxter;Baxter;BIANUAL
152;153;60;Bomba de Infusion;Baxter;Evo IQ;SK00713805;59;UCI 2;UCI 2;INVIMA2019EBC-0020775;CLASE IIB;DISPONIBLE;Baxter;Baxter;BIANUAL
153;154;60;Bomba de Infusion;Baxter;Evo IQ;SK00402921;60;UCI 2;UCI 2;INVIMA2019EBC-0020775;CLASE IIB;DISPONIBLE;Baxter;Baxter;BIANUAL
154;155;60;Bomba de Infusion;Baxter;Evo IQ;SK00702901;61;UCI 2;UCI 2;INVIMA2019EBC-0020775;CLASE IIB;DISPONIBLE;Baxter;Baxter;BIANUAL
155;156;60;Bomba de Infusion;Baxter;Evo IQ;SK00902180;62;UCI 2;UCI 2;INVIMA2019EBC-0020775;CLASE IIB;DISPONIBLE;Baxter;Baxter;BIANUAL
156;157;60;Bomba de Infusion;Baxter;Evo IQ;SK00902357;63;UCI 2;UCI 2;INVIMA2019EBC-0020775;CLASE IIB;DISPONIBLE;Baxter;Baxter;BIANUAL
157;158;60;Bomba de Infusion;Baxter;Evo IQ;SK11110386;64;UCI 2;UCI 2;INVIMA2019EBC-0020775;CLASE IIB;DISPONIBLE;Baxter;Baxter;BIANUAL
158;159;60;Bomba de Infusion;Baxter;Evo IQ;SK00704798;65;UCI 2;UCI 2;INVIMA2019EBC-0020775;CLASE IIB;DISPONIBLE;Baxter;Baxter;BIANUAL
159;160;60;Bomba de Infusion;Baxter;Evo IQ;SK10119460;66;UCI 2;UCI 2;INVIMA2019EBC-0020775;CLASE IIB;DISPONIBLE;Baxter;Baxter;BIANUAL
160;161;60;Bomba de Infusion;Baxter;Evo IQ;SK01001194;67;UCI 2;UCI 2;INVIMA2019EBC-0020775;CLASE IIB;DISPONIBLE;Baxter;Baxter;BIANUAL
161;162;60;Bomba de Infusion;Baxter;Evo IQ;SK01001096;68;UCI 2;UCI 2;INVIMA2019EBC-0020775;CLASE IIB;DISPONIBLE;Baxter;Baxter;BIANUAL
162;163;60;Bomba de Infusion;Baxter;Evo IQ;SK00516527;69;Hemodinamia;Hemodinamia;INVIMA2019EBC-0020775;CLASE IIB;DISPONIBLE;Baxter;Baxter;BIANUAL
163;164;60;Bomba de Infusion;Baxter;Evo IQ;SK20207238;70;Hemodinamia;Hemodinamia;INVIMA2019EBC-0020775;CLASE IIB;DISPONIBLE;Baxter;Baxter;BIANUAL
164;165;60;Bomba de Infusion;Baxter;Evo IQ;SK00902032;71;Hemodinamia;Hemodinamia;INVIMA2019EBC-0020775;CLASE IIB;DISPONIBLE;Baxter;Baxter;BIANUAL
165;166;60;Bomba de Infusion;Baxter;Evo IQ;SK00615219;72;Hemodinamia;Hemodinamia;INVIMA2019EBC-0020775;CLASE IIB;DISPONIBLE;Baxter;Baxter;BIANUAL
166;167;60;Bomba de Infusion;Baxter;Evo IQ;SK00517490;73;Cardiologia No Invasiva;Cardiologia no invasiva;INVIMA2019EBC-0020775;CLASE IIB;DISPONIBLE;Baxter;Baxter;BIANUAL
167;168;60;Bomba de Infusion;Baxter;Evo IQ;SK00704250;74;Cirugia (Recuperacion);Cirugia (Recuperacion);INVIMA2019EBC-0020775;CLASE IIB;DISPONIBLE;Baxter;Baxter;BIANUAL
168;169;60;Bomba de Infusion;Baxter;Evo IQ;SK00704569;75;Hospitalizacion;Hospitalizacion;INVIMA2019EBC-0020775;CLASE IIB;DISPONIBLE;Baxter;Baxter;BIANUAL
169;170;60;Bomba de Infusion;Baxter;Evo IQ;SK00900535;76;Cirugia (Recuperacion);Cirugia (Recuperacion);INVIMA2019EBC-0020775;CLASE IIB;DISPONIBLE;Baxter;Baxter;BIANUAL
170;171;60;Bomba de Infusion;Baxter;Evo IQ;SK00619863;77;Cirugia (Recuperacion);Cirugia (Recuperacion);INVIMA2019EBC-0020775;CLASE IIB;DISPONIBLE;Baxter;Baxter;BIANUAL
171;172;60;Bomba de Infusion;Baxter;Evo IQ;SK00703276;78;Cirugia (Recuperacion);Cirugia (Recuperacion);INVIMA2019EBC-0020775;CLASE IIB;DISPONIBLE;Baxter;Baxter;BIANUAL
172;173;60;Bomba de Infusion;Baxter;Evo IQ;SK00100285;79;Cirugia (Recuperacion);Cirugia (Recuperacion);INVIMA2019EBC-0020775;CLASE IIB;DISPONIBLE;Baxter;Baxter;BIANUAL
173;174;60;Bomba de Infusion;Baxter;Evo IQ;SK00604276;80;Cirugia (Recuperacion);Cirugia (Recuperacion);INVIMA2019EBC-0020775;CLASE IIB;DISPONIBLE;Baxter;Baxter;BIANUAL
174;175;60;Bomba de Infusion;Baxter;Evo IQ;SK01001081;81;Cirugia (Recuperacion);Cirugia (Recuperacion);INVIMA2019EBC-0020775;CLASE IIB;DISPONIBLE;Baxter;Baxter;BIANUAL
175;176;60;Bomba de Infusion;Baxter;Evo IQ;SK00604731;82;Cirugia (Recuperacion);Cirugia (Recuperacion);INVIMA2019EBC-0020775;CLASE IIB;DISPONIBLE;Baxter;Baxter;BIANUAL
176;177;60;Bomba de Infusion;Baxter;Evo IQ;SK01001172;83;Cirugia (Recuperacion);Cirugia (Recuperacion);INVIMA2019EBC-0020775;CLASE IIB;DISPONIBLE;Baxter;Baxter;BIANUAL
177;178;60;Bomba de Infusion;Baxter;Evo IQ;SK11202329;84;Cirugia (Recuperacion);Cirugia (Recuperacion);INVIMA2019EBC-0020775;CLASE IIB;DISPONIBLE;Baxter;Baxter;BIANUAL
178;179;60;Bomba de Infusion;Baxter;Evo IQ;SK10119417;85;Urgencias;Urgencias;INVIMA2019EBC-0020775;CLASE IIB;DISPONIBLE;Baxter;Baxter;BIANUAL
179;180;60;Bomba de Infusion;Baxter;Evo IQ;SK01002301;86;Urgencias;Urgencias;INVIMA2019EBC-0020775;CLASE IIB;DISPONIBLE;Baxter;Baxter;BIANUAL
180;181;60;Bomba de Infusion;Baxter;Evo IQ;SK01001156;87;Urgencias;Urgencias;INVIMA2019EBC-0020775;CLASE IIB;DISPONIBLE;Baxter;Baxter;BIANUAL
181;182;60;Bomba de Infusion;Baxter;Evo IQ;SK11202828;88;Urgencias;Urgencias;INVIMA2019EBC-0020775;CLASE IIB;DISPONIBLE;Baxter;Baxter;BIANUAL
182;183;60;Bomba de Infusion;Baxter;Evo IQ;SK00713839;89;Urgencias;Urgencias;INVIMA2019EBC-0020775;CLASE IIB;DISPONIBLE;Baxter;Baxter;BIANUAL
183;184;60;Bomba de Infusion;Baxter;Evo IQ;SK20107200;90;Urgencias;Urgencias;INVIMA2019EBC-0020775;CLASE IIB;DISPONIBLE;Baxter;Baxter;BIANUAL
184;185;60;Bomba de Infusion;Baxter;Evo IQ;SK20102279;91;Urgencias;Urgencias;INVIMA2019EBC-0020775;CLASE IIB;DISPONIBLE;Baxter;Baxter;BIANUAL
185;186;60;Bomba de Infusion;Baxter;Evo IQ;SK00703068;92;Urgencias;Urgencias;INVIMA2019EBC-0020775;CLASE IIB;DISPONIBLE;Baxter;Baxter;BIANUAL
186;187;60;Bomba de Infusion;Baxter;Evo IQ;SK01103534;93;Urgencias;Urgencias;INVIMA2019EBC-0020775;CLASE IIB;DISPONIBLE;Baxter;Baxter;BIANUAL
187;188;60;Bomba de Infusion;Baxter;Evo IQ;SK10119514;94;Urgencias;Urgencias;INVIMA2019EBC-0020775;CLASE IIB;DISPONIBLE;Baxter;Baxter;BIANUAL
188;189;60;Bomba de Infusion;Baxter;Evo IQ;SK00900544;95;Urgencias;Urgencias;INVIMA2019EBC-0020775;CLASE IIB;DISPONIBLE;Baxter;Baxter;BIANUAL
189;190;60;Bomba de Infusion;Baxter;Evo IQ;SK01001026;96;Urgencias;Urgencias;INVIMA2019EBC-0020775;CLASE IIB;DISPONIBLE;Baxter;Baxter;BIANUAL
190;191;60;Bomba de Infusion;Baxter;Evo IQ;SK00401684;97;Urgencias;Urgencias;INVIMA2019EBC-0020775;CLASE IIB;DISPONIBLE;Baxter;Baxter;BIANUAL
191;192;60;Bomba de Infusion;Baxter;Evo IQ;SK11204066;98;Urgencias;Urgencias;INVIMA2019EBC-0020775;CLASE IIB;DISPONIBLE;Baxter;Baxter;BIANUAL
192;193;60;Bomba de Infusion;Baxter;Evo IQ;SK00902019;99;Urgencias;Urgencias;INVIMA2019EBC-0020775;CLASE IIB;DISPONIBLE;Baxter;Baxter;BIANUAL
193;194;60;Bomba de Infusion;Baxter;Evo IQ;SK10403043;100;UCI 1;UCI 1;INVIMA2019EBC-0020775;CLASE IIB;DISPONIBLE;Baxter;Baxter;BIANUAL
194;195;60;Bomba de Infusion;Baxter;Evo IQ;SK10304350;101;UCI 1;UCI 1;INVIMA2019EBC-0020775;CLASE IIB;DISPONIBLE;Baxter;Baxter;BIANUAL
195;196;60;Bomba de Infusion;Baxter;Evo IQ;SK00606255;102;UCI 1;UCI 1;INVIMA2019EBC-0020775;CLASE IIB;DISPONIBLE;Baxter;Baxter;BIANUAL
196;197;60;Bomba de Infusion;Baxter;Evo IQ;SK00705298;103;UCI 1;UCI 1;INVIMA2019EBC-0020775;CLASE IIB;DISPONIBLE;Baxter;Baxter;BIANUAL
197;198;60;Bomba de Infusion;Baxter;Evo IQ;SK00902148;104;UCI 1;UCI 1;INVIMA2019EBC-0020775;CLASE IIB;DISPONIBLE;Baxter;Baxter;BIANUAL
198;199;60;Bomba de Infusion;Baxter;Evo IQ;SK20103336;105;UCI 1;UCI 1;INVIMA2019EBC-0020775;CLASE IIB;DISPONIBLE;Baxter;Baxter;BIANUAL
199;200;60;Bomba de Infusion;Baxter;Evo IQ;SK10120872;106;UCI 1;UCI 1;INVIMA2019EBC-0020775;CLASE IIB;DISPONIBLE;Baxter;Baxter;BIANUAL
200;201;60;Bomba de Infusion;Baxter;Evo IQ;SK20203663;107;UCI 1;UCI 1;INVIMA2019EBC-0020775;CLASE IIB;DISPONIBLE;Baxter;Baxter;BIANUAL
201;202;60;Bomba de Infusion;Baxter;Evo IQ;SK00713652;108;UCI 1;UCI 1;INVIMA2019EBC-0020775;CLASE IIB;DISPONIBLE;Baxter;Baxter;BIANUAL
202;203;60;Bomba de Infusion;Baxter;Evo IQ;SK20203228;109;UCI 1;UCI 1;INVIMA2019EBC-0020775;CLASE IIB;DISPONIBLE;Baxter;Baxter;BIANUAL
203;204;60;Bomba de Infusion;Baxter;Evo IQ;SK00401153;110;UCI 1;UCI 1;INVIMA2019EBC-0020775;CLASE IIB;DISPONIBLE;Baxter;Baxter;BIANUAL
204;205;60;Bomba de Infusion;Baxter;Evo IQ;SK20103274;111;UCI 1;UCI 1;INVIMA2019EBC-0020775;CLASE IIB;DISPONIBLE;Baxter;Baxter;BIANUAL
205;206;60;Bomba de Infusion;Baxter;Evo IQ;SK00212170;112;UCI 1;UCI 1;INVIMA2019EBC-0020775;CLASE IIB;DISPONIBLE;Baxter;Baxter;BIANUAL
206;207;60;Bomba de Infusion;Baxter;Evo IQ;SK00211398;113;UCI 1;UCI 1;INVIMA2019EBC-0020775;CLASE IIB;DISPONIBLE;Baxter;Baxter;BIANUAL
207;208;60;Bomba de Infusion;Baxter;Evo IQ;SK11110416;114;UCI 1;UCI 1;INVIMA2019EBC-0020775;CLASE IIB;DISPONIBLE;Baxter;Baxter;BIANUAL
208;209;60;Bomba de Infusion;Baxter;Evo IQ;SK00607042;115;UCI 1;UCI 1;INVIMA2019EBC-0020775;CLASE IIB;DISPONIBLE;Baxter;Baxter;BIANUAL
209;210;60;Bomba de Infusion;Baxter;Evo IQ;SK10125916;116;UCI 1;UCI 1;INVIMA2019EBC-0020775;CLASE IIB;DISPONIBLE;Baxter;Baxter;BIANUAL
210;211;60;Bomba de Infusion;Baxter;Evo IQ;SK00902035;117;UCI 1;UCI 1;INVIMA2019EBC-0020775;CLASE IIB;DISPONIBLE;Baxter;Baxter;BIANUAL
211;212;60;Bomba de Infusion;Baxter;Evo IQ;SK10416075;118;UCI 1;UCI 1;INVIMA2019EBC-0020775;CLASE IIB;DISPONIBLE;Baxter;Baxter;BIANUAL
212;213;60;Bomba de Infusion;Baxter;Evo IQ;SK01001189;119;UCI 1;UCI 1;INVIMA2019EBC-0020775;CLASE IIB;DISPONIBLE;Baxter;Baxter;BIANUAL
213;214;60;Bomba de Infusion;Baxter;Evo IQ;SK20203987;120;UCI 1;UCI 1;INVIMA2019EBC-0020775;CLASE IIB;DISPONIBLE;Baxter;Baxter;BIANUAL
214;215;60;Bomba de Infusion;Baxter;Evo IQ;SK01001183;121;UCI 1;UCI 1;INVIMA2019EBC-0020775;CLASE IIB;DISPONIBLE;Baxter;Baxter;BIANUAL
215;216;60;Bomba de Infusion;Baxter;Evo IQ;SK00402814;122;UCI 1;UCI 1;INVIMA2019EBC-0020775;CLASE IIB;DISPONIBLE;Baxter;Baxter;BIANUAL
216;217;60;Bomba de Infusion;Baxter;Evo IQ;SK00713690;123;UCI 1;UCI 1;INVIMA2019EBC-0020775;CLASE IIB;DISPONIBLE;Baxter;Baxter;BIANUAL
217;218;60;Bomba de Infusion;Baxter;Evo IQ;SK00402830;124;UCI 1;UCI 1;INVIMA2019EBC-0020775;CLASE IIB;DISPONIBLE;Baxter;Baxter;BIANUAL
218;219;60;Bomba de Infusion;Baxter;Evo IQ;SK11110134;125;UCI 1;UCI 1;INVIMA2019EBC-0020775;CLASE IIB;DISPONIBLE;Baxter;Baxter;BIANUAL
219;220;60;Bomba de Infusion;Baxter;Evo IQ;SK00704870;126;UCI 1;UCI 1;INVIMA2019EBC-0020775;CLASE IIB;DISPONIBLE;Baxter;Baxter;BIANUAL
220;221;60;Bomba de Infusion;Baxter;Evo IQ;SK11202796;127;UCI 1;UCI 1;INVIMA2019EBC-0020775;CLASE IIB;DISPONIBLE;Baxter;Baxter;BIANUAL
221;222;60;Bomba de Infusion;Baxter;Evo IQ;SK00519818;128;UCI 1;UCI 1;INVIMA2019EBC-0020775;CLASE IIB;DISPONIBLE;Baxter;Baxter;BIANUAL
222;223;60;Bomba de Infusion;Baxter;Evo IQ;SK00402844;129;UCI 1;UCI 1;INVIMA2019EBC-0020775;CLASE IIB;DISPONIBLE;Baxter;Baxter;BIANUAL
223;224;60;Bomba de Infusion;Baxter;Evo IQ;SK20313124;130;UCI 1;UCI 1;INVIMA2019EBC-0020775;CLASE IIB;DISPONIBLE;Baxter;Baxter;BIANUAL
224;225;60;Bomba de Infusion;Baxter;Evo IQ;SK01001135;131;UCI 1;UCI 1;INVIMA2019EBC-0020775;CLASE IIB;DISPONIBLE;Baxter;Baxter;BIANUAL
225;226;60;Bomba de Infusion;Baxter;Evo IQ;SK10112124;132;UCI 1;UCI 1;INVIMA2019EBC-0020775;CLASE IIB;DISPONIBLE;Baxter;Baxter;BIANUAL
226;227;60;Bomba de Infusion;Baxter;Evo IQ;SK01001124;133;UCI 1;UCI 1;INVIMA2019EBC-0020775;CLASE IIB;DISPONIBLE;Baxter;Baxter;BIANUAL
227;228;60;Bomba de Infusion;Baxter;Evo IQ;SK01001052;134;UCI 1;UCI 1;INVIMA2019EBC-0020775;CLASE IIB;DISPONIBLE;Baxter;Baxter;BIANUAL
228;229;60;Bomba de Infusion;Baxter;Evo IQ;SK10119465;135;UCI 1;UCI 1;INVIMA2019EBC-0020775;CLASE IIB;DISPONIBLE;Baxter;Baxter;BIANUAL
229;230;60;Bomba de Infusion;Baxter;Evo IQ;SK00619895;136;UCI 1;UCI 1;INVIMA2019EBC-0020775;CLASE IIB;DISPONIBLE;Baxter;Baxter;BIANUAL
230;231;60;Bomba de Infusion;Baxter;Evo IQ;SK01001056;137;UCI 1;UCI 1;INVIMA2019EBC-0020775;CLASE IIB;DISPONIBLE;Baxter;Baxter;BIANUAL
231;232;60;Bomba de Infusion;Baxter;Evo IQ;SK10119517;138;UCI 1;UCI 1;INVIMA2019EBC-0020775;CLASE IIB;DISPONIBLE;Baxter;Baxter;BIANUAL
232;233;60;Bomba de Infusion;Baxter;Evo IQ;SK20105913;139;UCI 1;UCI 1;INVIMA2019EBC-0020775;CLASE IIB;DISPONIBLE;Baxter;Baxter;BIANUAL
233;234;60;Bomba de Infusion;Baxter;Evo IQ;SK20201703;140;UCI 1;UCI 1;INVIMA2019EBC-0020775;CLASE IIB;DISPONIBLE;Baxter;Baxter;BIANUAL
234;235;60;Bomba de Infusion;Baxter;Evo IQ;SK00516391;141;UCI 1;UCI 1;INVIMA2019EBC-0020775;CLASE IIB;DISPONIBLE;Baxter;Baxter;BIANUAL
235;236;60;Bomba de Infusion;Baxter;Evo IQ;SK11202752;142;UCI 1;UCI 1;INVIMA2019EBC-0020775;CLASE IIB;DISPONIBLE;Baxter;Baxter;BIANUAL
236;237;60;Bomba de Infusion;Baxter;Evo IQ;SK00713643;143;UCI 1;UCI 1;INVIMA2019EBC-0020775;CLASE IIB;DISPONIBLE;Baxter;Baxter;BIANUAL
237;238;60;Bomba de Infusion;Baxter;Evo IQ;SK01001143;144;UCI 1;UCI 1;INVIMA2019EBC-0020775;CLASE IIB;DISPONIBLE;Baxter;Baxter;BIANUAL
238;239;60;Bomba de Infusion;Baxter;Evo IQ;SK20300977;145;UCI 1;UCI 1;INVIMA2019EBC-0020775;CLASE IIB;DISPONIBLE;Baxter;Baxter;BIANUAL
239;240;60;Bomba de Infusion;Baxter;Evo IQ;SK00605752;146;UCI 1;UCI 1;INVIMA2019EBC-0020775;CLASE IIB;DISPONIBLE;Baxter;Baxter;BIANUAL
240;241;60;Bomba de Infusion;Baxter;Evo IQ;SK01001864;147;UCI 1;UCI 1;INVIMA2019EBC-0020775;CLASE IIB;DISPONIBLE;Baxter;Baxter;BIANUAL
241;242;60;Bomba de Infusion;Baxter;Evo IQ;SK00615152;148;UCI 1;UCI 1;INVIMA2019EBC-0020775;CLASE IIB;DISPONIBLE;Baxter;Baxter;BIANUAL
242;243;60;Bomba de Infusion;Baxter;Evo IQ;SK11109281;149;UCI 1;UCI 1;INVIMA2019EBC-0020775;CLASE IIB;DISPONIBLE;Baxter;Baxter;BIANUAL
243;244;60;Bomba de Infusion;Baxter;Evo IQ;SK10309409;150;UCI 1;UCI 1;INVIMA2019EBC-0020775;CLASE IIB;DISPONIBLE;Baxter;Baxter;BIANUAL
244;245;60;Bomba de Infusion;Baxter;Evo IQ;SK00703207;151;UCI 1;UCI 1;INVIMA2019EBC-0020775;CLASE IIB;DISPONIBLE;Baxter;Baxter;BIANUAL
245;246;60;Bomba de Infusion;Baxter;Evo IQ;SK01001178;152;UCI 1;UCI 1;INVIMA2019EBC-0020775;CLASE IIB;DISPONIBLE;Baxter;Baxter;BIANUAL
246;247;60;Bomba de Infusion;Baxter;Evo IQ;SK00213403;153;UCI 1;UCI 1;INVIMA2019EBC-0020775;CLASE IIB;DISPONIBLE;Baxter;Baxter;BIANUAL
247;248;60;Bomba de Infusion;Baxter;Evo IQ;SK00713689;154;UCI 1;UCI 1;INVIMA2019EBC-0020775;CLASE IIB;DISPONIBLE;Baxter;Baxter;BIANUAL
248;249;60;Bomba de Infusion;Baxter;Evo IQ;SK00516388;155;UCI 1;UCI 1;INVIMA2019EBC-0020775;CLASE IIB;DISPONIBLE;Baxter;Baxter;BIANUAL
249;250;60;Bomba de Infusion;Baxter;Evo IQ;SK11202340;156;Hospitalizacion;Hospitalizacion;INVIMA2019EBC-0020775;CLASE IIB;DISPONIBLE;Baxter;Baxter;BIANUAL
250;251;60;Bomba de Infusion;Baxter;Evo IQ;SK20103506;157;Hospitalizacion;Hospitalizacion;INVIMA2019EBC-0020775;CLASE IIB;DISPONIBLE;Baxter;Baxter;BIANUAL
251;252;60;Bomba de Infusion;Baxter;Evo IQ;SK10403179;158;Hospitalizacion;Hospitalizacion;INVIMA2019EBC-0020775;CLASE IIB;DISPONIBLE;Baxter;Baxter;BIANUAL
252;253;60;Bomba de Infusion;Baxter;Evo IQ;SK01001077;159;Hospitalizacion;Hospitalizacion;INVIMA2019EBC-0020775;CLASE IIB;DISPONIBLE;Baxter;Baxter;BIANUAL
253;254;60;Bomba de Infusion;Baxter;Evo IQ;SK11110399;160;Hospitalizacion;Hospitalizacion;INVIMA2019EBC-0020775;CLASE IIB;DISPONIBLE;Baxter;Baxter;BIANUAL
254;255;60;Bomba de Infusion;Baxter;Evo IQ;SK11110494;161;Hospitalizacion;Hospitalizacion;INVIMA2019EBC-0020775;CLASE IIB;DISPONIBLE;Baxter;Baxter;BIANUAL
255;256;60;Bomba de Infusion;Baxter;Evo IQ;SK01001945;162;Hospitalizacion;Hospitalizacion;INVIMA2019EBC-0020775;CLASE IIB;DISPONIBLE;Baxter;Baxter;BIANUAL
256;257;60;Bomba de Infusion;Baxter;Evo IQ;SK00705254;163;Hospitalizacion;Hospitalizacion;INVIMA2019EBC-0020775;CLASE IIB;DISPONIBLE;Baxter;Baxter;BIANUAL
257;258;60;Bomba de Infusion;Baxter;Evo IQ;SK00713631;164;Hospitalizacion;Hospitalizacion;INVIMA2019EBC-0020775;CLASE IIB;DISPONIBLE;Baxter;Baxter;BIANUAL
258;259;60;Bomba de Infusion;Baxter;Evo IQ;SK01001282;165;Hospitalizacion;Hospitalizacion;INVIMA2019EBC-0020775;CLASE IIB;DISPONIBLE;Baxter;Baxter;BIANUAL
259;260;60;Bomba de Infusion;Baxter;Evo IQ;SK00619879;166;Hospitalizacion;Hospitalizacion;INVIMA2019EBC-0020775;CLASE IIB;DISPONIBLE;Baxter;Baxter;BIANUAL
260;261;60;Bomba de Infusion;Baxter;Evo IQ;SK01103872;167;Hospitalizacion;Hospitalizacion;INVIMA2019EBC-0020775;CLASE IIB;DISPONIBLE;Baxter;Baxter;BIANUAL
261;262;60;Bomba de Infusion;Baxter;Evo IQ;SK11111836;168;Hospitalizacion;Hospitalizacion;INVIMA2019EBC-0020775;CLASE IIB;DISPONIBLE;Baxter;Baxter;BIANUAL
262;263;60;Bomba de Infusion;Baxter;Evo IQ;SK00704461;169;Hospitalizacion;Hospitalizacion;INVIMA2019EBC-0020775;CLASE IIB;DISPONIBLE;Baxter;Baxter;BIANUAL
263;264;60;Bomba de Infusion;Baxter;Evo IQ;SK00703077;170;Hospitalizacion;Hospitalizacion;INVIMA2019EBC-0020775;CLASE IIB;DISPONIBLE;Baxter;Baxter;BIANUAL
264;265;60;Bomba de Infusion;Baxter;Evo IQ;SK00212341;171;Hospitalizacion;Hospitalizacion;INVIMA2019EBC-0020775;CLASE IIB;DISPONIBLE;Baxter;Baxter;BIANUAL
265;266;60;Bomba de Infusion;Baxter;Evo IQ;SK11201849;172;Hospitalizacion;Hospitalizacion;INVIMA2019EBC-0020775;CLASE IIB;DISPONIBLE;Baxter;Baxter;BIANUAL
266;267;60;Bomba de Infusion;Baxter;Evo IQ;SK11201563;173;Hospitalizacion;Hospitalizacion;INVIMA2019EBC-0020775;CLASE IIB;DISPONIBLE;Baxter;Baxter;BIANUAL
267;268;60;Bomba de Infusion;Baxter;Evo IQ;SK00516465;174;Hospitalizacion;Hospitalizacion;INVIMA2019EBC-0020775;CLASE IIB;DISPONIBLE;Baxter;Baxter;BIANUAL
268;269;60;Bomba de Infusion;Baxter;Evo IQ;SK11202883;175;Hospitalizacion;Hospitalizacion;INVIMA2019EBC-0020775;CLASE IIB;DISPONIBLE;Baxter;Baxter;BIANUAL
